speed_limit,speed,licence_plate
70,68,Q3F 1463
60,55,O1M 6135
140,139,A5H 8615
80,78,X2H 6323
70,56,A9M 1686
120,107,P4W 7418
150,130,A3N 0528
110,97,Y0A 7323
100,84,H6U 5496
110,106,J9Q 3050
40,30,W7O 9239
130,118,S6W 3452
50,33,M5I 0641
80,65,U5J 8910
110,102,P6K 7494
100,92,B8V 2064
40,30,U9T 3776
40,29,N8B 1371
90,90,Y5T 7935
90,81,H0I 0077
80,72,H5W 3283
150,136,N5W 9005
50,49,S2X 5041
140,125,H8L 1622
40,28,O3F 7008
120,109,F9N 8666
50,44,C3D 6472
80,78,J9W 0917
60,43,A2P 4874
60,55,H5I 7123
110,91,Z9K 2898
60,43,W8X 5445
60,50,N3C 4355
50,43,E7B 8164
50,31,B2V 2666
140,129,Q6K 0315
130,116,D4W 8737
110,98,Z3M 1695
150,130,Y9I 6676
120,127,Y7H 5790
150,140,V7V 7787
150,143,R4O 1809
120,117,T7Q 3145
140,133,G2J 7659
130,121,O8O 6235
100,88,P6U 7352
120,115,O5X 1370
140,129,W9D 7200
50,39,Q1N 3653
60,55,A7O 8736
150,132,F8P 2250
120,110,H8I 7732
140,132,E1B 6390
100,99,J0Z 6736
50,49,W6O 2297
40,34,I0C 6455
100,97,N0T 3197
150,144,P0T 6989
80,78,J9H 9847
150,133,W8W 7473
70,70,Y0D 2644
140,136,T0S 3772
60,57,B2H 9670
140,133,H2D 8590
110,93,N6U 8874
100,81,O8W 9170
120,112,J4C 9085
130,126,I5F 9615
90,82,C5E 6626
100,80,F0W 7308
140,137,T0H 2007
150,150,D5Y 5179
120,117,T7J 6649
80,70,Z5Z 5120
150,133,S3H 0991
90,70,Q9Q 9206
110,92,H4M 4765
70,51,T5E 9873
130,125,X2U 3214
80,69,F8I 3139
60,45,J6M 1109
120,107,M9M 9493
150,130,T1M 6821
80,72,T2A 3375
50,30,E5G 9741
40,31,I0L 1320
80,78,L6V 4872
60,57,T6D 4592
100,88,J4N 8664
140,123,E6L 7887
110,96,W2B 1510
100,89,B6W 0596
120,104,H8Q 1338
50,36,Q5J 5106
150,140,P4P 2448
100,99,Z4W 1985
80,63,E3G 4430
50,35,X8Z 0536
130,128,Z0M 2428
40,27,X6J 8745
130,110,N7L 8616
50,31,O3Z 6214
40,30,C7Z 7354
130,130,S5W 4875
140,124,K5M 1034
110,94,L2H 9295
130,119,R5O 5763
100,87,D4H 4896
90,74,Q5S 3929
60,41,X7B 1673
90,88,U8W 1866
90,77,O8A 4609
140,138,K4F 9239
150,136,G5T 3806
150,135,S6V 9535
150,150,K0D 4720
150,132,Z3E 6806
130,126,E7U 7704
50,30,C7T 8723
150,146,L7U 5997
140,131,F7Y 7504
70,50,J7E 3513
140,121,K5Z 6769
140,146,A7Q 6530
80,60,Y8U 9162
100,86,F1O 8031
150,150,D8P 7777
90,87,B6D 8801
50,39,F6Z 8100
150,136,K4J 3204
60,52,A5T 3953
120,103,P1T 4234
120,105,X2H 8314
40,37,U5A 9027
90,84,H5A 3698
130,121,F0M 2778
40,34,C1X 6561
150,135,T3T 2437
80,65,E7N 8218
130,125,L0L 7206
130,127,C9D 7280
110,92,A8F 6379
40,20,B9B 8699
70,62,W1D 8028
60,55,F2M 0057
80,70,L7V 8207
80,60,Z6V 4793
50,45,Y6V 5593
40,29,Q9E 0756
50,45,B5V 8531
60,47,R4I 9347
120,114,L1I 9297
80,71,P0E 9518
120,119,Y7M 9090
140,132,T3W 0097
40,40,B4C 4618
100,96,L2R 3694
70,55,U9P 4613
130,111,Z8U 0073
110,96,N5O 3698
50,48,G6S 8323
100,100,T8R 3398
40,40,Z2D 1398
120,118,Z3T 9022
90,96,G7C 7693
50,33,V2I 7368
50,34,M1W 9553
50,45,D8K 8137
100,83,Z0E 9040
80,67,F3Q 5659
110,104,J4Y 3911
70,68,C2V 2894
140,120,T5I 3631
140,133,B4D 0953
40,40,N9K 6838
50,37,G2T 8063
100,92,Y1S 9420
150,133,T6N 3503
120,105,X7Z 3037
130,134,E7C 1655
40,39,N5E 8435
80,71,H2J 4420
100,86,L7M 2039
150,147,A9K 2700
50,36,O8E 0288
110,91,A8F 3418
140,124,N7J 2551
120,101,Y5R 9106
40,23,V5C 4814
120,105,X9Q 1221
100,80,H3W 9457
120,120,Y1G 4241
70,63,A2P 7430
130,116,C3M 5903
80,80,A5Q 0185
90,94,T4U 7997
140,121,I0E 4125
100,92,O8G 3984
60,46,Z4C 9155
50,40,M3F 5930
80,65,M5G 9155
100,98,W8X 6087
60,52,Y6V 5062
130,117,I1K 9831
100,80,F4K 0401
80,65,N4N 9848
130,130,E9O 5692
140,128,B0I 7365
80,67,U7D 4378
70,61,J2X 2129
100,92,X0F 8400
140,137,I4Q 9962
40,37,U3F 6248
140,122,U3N 4675
70,70,Y9F 7374
60,54,I5O 9951
70,67,I8B 5591
80,71,G3M 3332
80,69,D6S 2693
130,115,Y9Z 9312
110,98,Y6O 3268
70,61,U0G 0777
150,133,F5P 1322
150,145,Q0D 2877
60,54,G1A 7968
130,114,Y6X 3493
120,120,Z5O 9414
110,100,G0P 4727
70,59,P9S 9075
150,131,F8O 2647
50,43,W9I 6916
80,68,E4Q 8754
110,91,K1K 8229
140,138,A7J 4880
50,36,T6W 9264
120,108,A4U 2448
140,135,N6F 7643
150,130,C7R 2405
100,89,I9F 9301
150,135,H0R 6861
150,139,T1K 0975
80,69,H3I 6723
120,111,S4Z 7796
110,107,N6A 1483
130,118,G2A 9646
120,113,I9G 4998
70,57,T6S 3839
40,27,R2I 1695
50,33,U4Y 6065
100,80,A5M 8774
150,133,B0K 5613
130,123,S5N 5349
50,33,C6T 3021
140,133,C8X 0856
90,88,A1Z 9565
40,26,H2Q 2156
120,103,M6M 8065
110,97,M0S 3219
80,69,P6H 1278
60,43,W7Q 7935
70,50,E8I 8667
90,79,M6H 9135
130,119,F6M 8191
130,122,Q1V 0888
70,62,T6O 9509
130,115,I7E 5450
150,141,W2P 2043
100,82,G5K 6460
50,48,I5E 8822
120,119,Y5I 8608
50,50,D4S 8879
150,147,F7A 0856
60,51,N7U 8497
40,31,J0Q 3682
100,82,Q8U 1569
80,73,E1P 7543
70,59,E5G 3598
140,120,V1F 0059
100,99,Z8C 7202
70,54,C4N 7375
140,137,V2B 6936
130,129,R0I 5906
110,95,J1J 5967
40,38,D0U 2304
120,104,K9R 5159
130,126,X9C 7066
70,53,D7C 7980
150,141,L4T 3927
140,137,L4N 6631
50,30,J6F 2899
70,66,J3U 2318
80,67,K3L 1121
40,26,E9V 0526
40,25,L4G 3425
80,78,A2E 8584
150,130,W6V 5756
60,60,F7W 3147
80,75,G0R 7717
130,119,W7B 2855
80,76,Y8S 7216
50,47,Y5N 5983
120,111,C0M 8781
90,86,B7K 8491
130,121,K7A 8206
130,122,E6R 2617
60,55,Y4J 4975
40,24,H8H 5487
60,55,V5H 4849
120,108,O4S 4549
110,107,M6A 2134
90,88,N3H 4942
140,121,O1D 1106
50,32,Y8H 9694
150,149,Y7K 3283
120,113,K7N 6799
40,22,Y6O 8073
70,54,J0U 5294
60,42,N3L 2703
60,56,O9Y 5177
80,66,E0B 7274
50,37,B4X 1149
80,69,N4G 3775
100,80,K4D 5866
130,120,C9U 4817
100,83,F1X 6195
60,53,X9R 3465
70,58,B2A 9802
60,54,D5N 3240
130,126,H7T 9043
70,57,H4V 4718
120,101,P7U 4070
130,127,A8Y 6897
40,38,C7A 8320
150,149,O9E 2864
120,101,L7U 7157
150,130,S3J 1378
130,122,B2Y 6001
140,139,P5W 1542
110,94,W3B 2057
40,26,Z6C 3135
70,68,W4D 2654
110,100,H6R 2473
100,99,Y9L 0114
70,59,W3W 5337
110,93,T7Q 6094
80,64,K3V 8402
150,135,Q3L 2777
110,105,Y4H 7232
120,115,D0D 0870
150,141,V2U 4783
50,45,J3U 2168
80,62,S0B 4725
130,130,I5N 3154
90,89,X9G 0538
130,134,H6X 1139
60,57,H8D 3155
110,90,X4J 1622
150,146,M3G 9243
60,56,M1S 7344
140,131,Q2U 6036
50,46,A6O 6713
40,21,I9J 1412
60,51,T4H 8911
140,136,Z7E 0133
140,122,H7O 1298
130,119,Y9N 9355
100,89,I6V 1305
40,33,R3S 6117
40,21,C3P 1468
50,35,Z1V 5443
60,44,K2N 7170
70,54,D0Y 3161
120,106,Z7N 7994
150,137,A4F 4719
110,105,O4P 6580
50,46,K4I 8858
130,113,N1Y 7498
150,150,Z8U 5533
80,64,D0W 3415
150,146,R6H 0980
150,143,I6Q 6629
140,128,Y5I 0006
130,118,O7J 9313
50,36,I2Z 3778
50,34,V8F 7644
140,135,W6T 6836
70,53,G9J 3442
150,130,Z8C 1492
130,130,Y5L 9640
60,40,S3N 0137
130,120,L8J 7379
110,106,P8G 2411
150,134,R4Q 8148
80,76,J1S 6423
100,94,W0P 1624
60,52,J3V 5457
90,86,T1P 7015
110,99,M8Y 6567
130,126,G0O 0808
120,118,P5L 6826
140,127,R6M 2203
120,114,A1Q 4266
100,86,L2F 5469
60,42,Y2K 1889
120,100,D5D 9402
70,68,L4W 9219
80,61,O5I 9606
50,47,A2N 9586
130,112,S7O 3672
90,76,F3G 4622
130,126,K4W 8542
50,45,T4L 7717
110,100,N8Y 8062
50,36,Z5P 6897
70,61,U2L 3907
50,38,P5E 6045
60,40,D2L 2087
80,62,T6V 5446
90,79,P5W 0598
90,84,K0B 7395
40,30,U3O 9266
60,56,B9V 9748
130,130,N5V 6402
150,133,I9D 7122
140,136,S6Q 1586
70,69,V3U 2694
60,58,N7B 2315
140,127,S1P 2327
120,102,R9Z 4171
120,109,G3V 2228
40,26,G6K 1690
140,135,I6D 9688
50,36,D0M 2621
150,133,E6J 9583
110,102,S6J 2428
130,111,G7R 6002
80,67,I3X 9268
60,46,X8N 3684
130,112,S4U 7892
40,21,E9K 2584
60,60,P5Q 1838
40,25,I5O 9910
130,127,U1R 0866
40,25,L5P 7393
110,90,Y0F 6020
150,132,R4T 4529
110,97,N1H 1928
60,60,D3S 8948
130,120,Y7T 3874
70,64,Y4Z 6078
120,101,Z2G 1207
50,32,U8H 6958
90,82,D2I 5897
130,124,R4R 6668
80,75,A7N 5177
80,76,S7Z 4104
120,126,M8I 1832
140,133,W8X 9180
60,55,R0F 5861
60,40,Z1W 1309
130,135,S1K 9484
150,147,D0K 4823
120,109,T2K 2143
130,123,X2I 6549
90,80,K5Z 1408
50,38,P0L 0228
150,147,L8F 6051
70,55,F9Z 2013
120,113,X0W 5346
40,21,D1X 3863
130,126,D2O 0026
130,130,H2R 3286
90,80,A8F 7884
80,71,D8L 2546
60,49,N0D 4677
120,100,X3K 0449
60,47,F8Q 2616
80,65,R9S 8403
50,46,N0K 7021
130,111,H1E 7868
90,83,Z6J 0764
80,74,I3C 4711
140,138,Z5U 9734
140,126,I6P 1271
40,31,Y1D 6056
150,132,P0J 9069
110,96,R7X 9275
100,92,Z6G 6694
60,58,A1G 1799
60,60,R1U 8747
90,79,P0E 2378
130,129,C3V 5133
150,130,U5Y 4329
140,128,D1S 6675
60,41,R7E 7792
90,83,L1W 5327
90,78,V5O 1934
90,76,I3D 1225
110,96,B0L 4012
120,114,X1U 6869
40,39,O5X 8905
110,96,O1I 6479
130,129,N2E 6434
120,107,Y8Y 3150
120,110,B0R 5925
130,110,Q0B 5067
80,71,G3O 0884
150,130,T2I 9500
120,102,O4E 2013
130,119,Q4N 1082
120,119,T6J 4147
40,26,W9A 0462
140,139,I9N 9007
130,125,W6H 4454
130,124,V0G 6814
110,93,D7W 9764
150,144,S3T 1623
150,149,J5A 8261
50,32,I7E 6497
80,76,Z2L 9683
50,44,V6D 0366
150,147,A1O 1366
60,40,K4I 7409
60,40,S6O 5781
50,46,Z3H 3362
110,109,Z6P 6662
50,40,C0C 7523
140,137,D5X 3695
70,69,D1G 9432
150,135,R1T 6452
90,75,D7P 4049
120,105,E4A 5174
90,85,B5X 7844
70,69,F0L 8969
60,46,I9C 5536
80,60,D5M 9129
40,27,K3K 0652
90,90,M5B 6797
40,23,F3N 5427
80,69,H8V 2224
40,31,Q4Q 0929
90,78,L3I 3784
150,137,Q9G 6276
90,82,K3W 5921
150,145,H9R 6145
90,71,Z2W 8738
150,132,F7K 0667
150,144,M8I 0758
100,98,F0A 5362
50,40,Z0U 3051
60,50,X5W 3181
40,23,Y7Z 2049
80,62,T9W 3159
100,97,P6T 1356
80,64,D5D 5439
40,40,T9Z 2785
50,47,C4K 8629
50,40,G8T 3581
140,122,J0T 2643
110,92,C5N 8661
90,90,L5H 9615
60,54,R8N 9299
70,67,V6O 3148
80,71,W2L 8684
110,105,D1C 4643
150,141,U7A 9109
140,126,I5Y 8043
60,54,M5R 2497
130,113,K2X 1717
100,93,V9F 0698
80,78,U3A 9535
50,35,Z7S 4567
120,103,Z2R 8243
130,114,J2Q 8738
80,61,K3L 3308
70,61,I7I 3677
80,66,J2I 5757
130,127,B3K 7670
40,33,D6C 3759
80,63,X2B 4172
40,27,A1C 2687
120,113,M7L 0917
110,98,D3C 1257
40,31,O4B 2266
120,109,D7J 5554
70,56,X0J 9019
90,79,C2U 9540
90,72,I9J 2197
60,58,O7Q 1617
90,71,R8E 2563
130,127,G3A 7527
90,78,A7V 6250
100,82,V8O 7772
120,105,I5S 4385
90,86,I7R 9050
110,92,B2A 2279
150,149,I5Z 3350
100,88,L2C 1702
140,129,G4W 9870
60,53,V6V 0362
120,100,H2S 0803
100,93,H9N 8494
60,44,P2F 3258
60,41,C3R 2739
40,22,A0L 9191
70,66,H6I 2459
100,97,I7E 8951
80,64,T5R 6789
140,140,H7K 3228
110,104,J6D 4383
120,109,T7K 9820
80,60,J3M 4156
110,90,M4M 1683
90,74,V7K 5877
110,110,U4M 0987
90,78,F0J 8314
70,63,U4N 4142
100,88,V6K 5426
120,110,Q2C 8663
120,106,W2K 8182
110,97,B5W 5436
110,99,V4A 8910
90,86,I1X 6887
140,128,U9W 4513
110,109,C8F 8483
130,115,Y0J 4630
80,78,T5Z 4181
100,86,M4S 3043
130,136,H9L 6216
60,48,B1C 1876
110,101,Q3S 9159
110,98,L3H 9460
140,123,U0P 7937
140,130,T5Q 1725
70,58,Y4K 0896
100,96,T0D 8933
80,70,F1J 1198
150,138,W1A 8709
90,71,T4L 1205
100,88,W8B 2228
60,42,X7A 0701
120,112,G3O 7783
50,36,L1H 0671
80,62,M6J 5562
60,44,L0G 5227
90,75,W9R 4736
140,137,Y5G 8585
60,49,I9Q 6684
110,101,Y1H 9395
80,74,E1W 9873
110,105,I4D 5191
60,52,G0H 0370
50,31,B4B 3061
80,79,S8M 4149
50,45,N4Z 7906
80,65,E6R 5443
80,66,H5J 5516
100,82,B1X 5686
50,46,D8D 8722
100,81,K3Z 0175
90,88,V2W 1319
120,112,Q1T 6721
100,83,X3Y 8744
140,127,V5X 8129
100,83,F6U 0990
40,49,M5S 8194
130,124,P4O 4317
110,105,S6W 3258
100,98,T4W 3445
60,41,A3Y 0270
110,105,U4G 1460
150,143,V6J 7843
80,60,A7G 8227
60,51,Z7K 3027
140,122,J5Q 2392
60,60,M1E 6298
100,88,J2Q 3933
70,61,R6B 5173
120,106,S4D 5441
130,122,M9O 3380
50,44,E0M 5920
40,24,H6H 9610
50,49,F9X 8252
130,110,G0X 7930
40,37,S5N 9626
140,133,R1X 7593
110,106,T3E 1088
90,70,K1D 0532
60,52,V9S 0377
110,106,T4C 5892
130,121,P6I 0483
50,31,I2D 9335
40,20,P4G 4455
120,108,H1E 7131
90,85,T7U 5146
120,114,R6X 1920
130,117,I5P 6858
70,53,I4U 0116
100,84,I7R 0504
40,37,R3U 3947
100,83,Z8Z 8490
130,135,C7X 6895
70,66,P1K 2333
50,33,X6H 4616
110,106,R7K 8412
60,44,M4K 7803
80,64,C1D 4372
100,98,A4O 8415
140,140,O7D 6642
110,110,B4U 4204
80,80,P4K 5607
60,42,O6J 8408
80,78,J0I 9186
110,102,Y6E 5161
70,54,B7Q 2138
110,110,P9G 9818
90,86,X5G 5260
140,133,Z2F 6059
50,31,G7B 0046
130,123,K4O 5387
80,73,D9X 1623
100,91,N5D 8332
100,90,U7R 2768
130,119,V8G 0275
120,106,P7J 7884
60,54,X6F 5797
150,149,W3T 3320
50,40,S6U 7212
120,101,A6K 9852
60,49,C2X 7258
40,24,C4P 9667
100,80,Z1V 2892
140,137,A8O 3282
80,64,O3Y 8767
50,35,G2Y 6745
140,125,G0R 1630
60,59,S5H 1139
100,81,C7Z 4001
70,55,V7A 3262
100,95,L0P 1620
70,64,E2F 2407
50,41,Y7Q 8479
120,106,E0R 5239
150,150,P3A 6106
80,74,U4J 9354
110,98,M5F 2455
110,94,Z6D 9362
100,91,T0H 2465
120,116,H5C 0562
120,100,K9H 4380
120,109,B6S 2015
40,32,E7J 6344
90,71,L8H 8389
90,87,A1Z 2045
140,129,V2U 7929
130,112,S2O 3140
60,40,F2Y 9329
50,42,B4T 8525
70,60,D1R 3393
50,47,X6V 7238
60,59,D8W 0251
150,143,I3C 6250
80,76,U8H 6616
50,44,V8O 7360
110,92,E2J 4861
60,40,D9E 8380
60,49,M8Y 5253
100,91,B7R 2836
100,93,G0W 8810
90,72,F6T 2757
120,116,F3F 1695
80,75,I9Z 1420
90,80,U9P 1626
60,49,U0E 5732
150,150,O6L 7022
100,100,N6X 3245
90,72,B7R 0037
60,59,T5G 8481
150,134,J4Z 8733
150,141,S9Y 3913
40,33,G7S 1386
130,110,C3B 1163
140,124,K2W 7302
130,126,G9P 9311
110,92,Q1F 6443
130,123,K7P 6110
90,80,E5A 6917
50,31,Y3S 5139
110,103,W0E 8275
130,119,O3V 7683
80,70,Q2Q 1475
50,48,J4J 5141
70,52,X6R 8840
60,48,M1K 2966
40,35,W8M 0549
100,83,C1D 8419
120,120,S2F 4006
150,137,H8S 5559
150,130,Q4R 1578
120,104,I3P 4148
60,42,Y8L 6818
90,87,I6F 3796
100,84,R8O 8651
80,74,A7C 7808
150,148,H0A 8005
150,132,V6C 0852
110,99,S9H 2542
100,93,Y2C 1082
130,121,H0E 4589
140,137,H8Y 1128
130,116,R8I 2987
90,75,L8Q 3347
150,135,B6B 2906
90,79,S9U 1790
130,128,G1Y 8287
150,136,F6Y 2829
150,137,I8U 9621
70,61,L5M 5274
60,55,X3Z 3904
60,54,T9C 0152
70,61,V1F 9056
140,137,J1Z 9136
130,116,O3U 7960
150,145,X6O 8820
90,85,W0S 7212
150,148,K3U 8753
140,135,Q2O 3104
120,108,Y6E 7403
70,61,X7Y 0656
100,94,Z0Q 7131
80,72,F9T 9407
90,87,P1T 8880
100,96,Z8K 0862
60,59,W1T 7309
50,49,Y5T 4051
60,52,G2B 5641
80,65,O5V 3756
70,56,A4Q 0721
60,41,I6O 1356
100,84,C6K 6202
150,147,D6E 4591
140,134,C4X 6825
80,67,D3E 9778
110,91,M9S 9119
50,41,T4H 1905
70,52,K7A 1643
50,50,T3T 4126
80,72,H1K 6063
140,128,T2U 2234
90,83,L9U 0206
120,101,Y7F 6027
150,142,E7T 3828
40,32,U1M 1950
110,95,I6C 4060
60,42,T5C 6487
140,136,D2U 4280
120,114,K6L 7526
40,24,W2N 4673
70,67,H6B 1318
150,139,G6Y 5412
110,90,T6M 2757
70,67,P0Q 7733
80,79,W7L 0005
100,83,L8U 9065
70,57,X2P 1513
80,74,C9Y 6386
70,60,Z4K 9146
40,38,K2A 4154
80,63,Q3C 7964
60,55,X0D 9395
110,93,R1A 2076
50,35,M5F 2242
90,73,C2H 9044
50,33,M7Q 8052
50,36,O0V 3846
110,90,X9S 3191
120,109,G3E 9593
150,145,U6O 3769
40,20,M6U 5822
70,64,Q4K 0543
70,53,S4P 5244
150,138,R2H 1071
140,139,W1Y 4172
50,50,Q8V 8130
40,38,Y1B 2128
50,47,J0V 2539
70,67,H7Y 3723
110,95,G0S 1458
140,128,M8J 1180
110,101,J7G 4006
120,102,Q7I 3317
100,99,S8C 0155
90,95,C2R 0715
40,26,V5J 2181
60,41,A6D 2661
50,38,V2I 2547
90,73,U3Y 5430
70,69,J1A 4158
100,85,U7M 0419
60,47,L5X 1517
80,77,G3C 8355
40,27,X2U 6641
140,140,P0R 0422
50,35,H2T 1968
150,140,R3Q 8520
150,130,A4O 6422
150,149,F5D 4166
70,54,B5L 0060
120,117,I9D 4128
80,70,S8O 8727
90,87,O9R 7029
70,70,W5Z 0530
50,47,J1C 1056
40,31,F2T 6484
120,104,R6K 5213
90,71,L3P 0878
150,142,C3Y 7958
100,97,O5A 1072
50,41,N5T 5360
40,34,Z9X 1261
40,20,I7A 4384
40,25,N5X 5296
130,123,U2A 8599
150,139,B4N 8258
50,36,I5W 2428
80,75,V9M 4458
130,127,P6B 5718
50,39,Q9A 0114
70,57,G6U 7385
50,45,Y6E 3742
70,59,Q3X 0349
150,145,O9G 8346
130,113,K9J 3649
70,53,W5S 3537
70,63,P4R 1762
90,73,Z9N 8850
80,71,V6B 6290
150,135,U8M 4143
50,49,E3T 2792
50,33,R1C 0014
70,64,B6J 4634
110,108,F4T 9178
120,100,Q8I 9846
70,69,E0B 9112
130,111,P3X 9148
140,131,L1X 2164
90,70,Z2W 5735
120,102,Y0K 3501
80,72,C2L 9197
60,57,G1W 7792
110,105,X1B 7563
70,57,T5U 7257
150,147,U6F 9347
110,92,T7J 6257
40,30,S3L 2569
80,70,L6V 9894
50,44,Q0B 6376
130,111,H1M 1520
60,56,F6Y 4171
100,93,B6G 6162
40,37,N2F 9301
140,135,P5G 1956
60,45,C2K 3236
150,143,G3Q 2995
120,105,A1D 0142
40,22,D0K 6424
80,77,A6Y 0009
60,44,Z5P 4169
110,91,M0J 0958
100,102,C9S 2811
70,56,P0N 7785
40,22,P6V 1236
110,98,G6R 0618
120,101,X8B 8444
70,56,H8M 5008
130,112,S6T 3102
110,91,H1A 3390
40,20,Q7I 3158
80,79,Z8L 6226
70,60,T7M 6273
100,99,S2Z 5103
40,33,D3Q 1812
120,110,G3Y 3900
150,135,F1D 4107
150,144,Q5O 8959
70,50,B5Q 1946
120,110,I1T 0040
90,81,N4V 8924
50,38,U6Y 9120
60,57,P7C 1885
110,100,P8Z 6210
90,79,W4V 7861
110,90,E8C 6830
70,52,S0A 2240
70,53,L3E 2593
60,49,S1M 0775
50,46,W9R 5447
150,139,W5J 8330
130,120,V4O 2237
60,58,M5Q 9291
80,70,L6G 4970
70,65,H3L 9392
120,107,B6N 0150
60,55,G9U 7163
120,107,I2G 2772
50,35,L0Q 6618
100,86,H5O 3135
130,117,E6G 8256
50,49,W8J 1085
80,62,O4Y 7939
40,38,F1Y 5435
100,91,L2C 2587
130,118,A7T 1097
130,127,O8O 6322
150,134,U2I 6723
80,74,U2I 7999
70,64,M1X 8777
140,129,I4P 6798
90,77,B6O 3694
50,33,W1D 7251
110,100,M3J 7424
40,28,Y6I 2585
90,71,F2R 5479
120,103,O4Z 6858
100,99,U1F 0597
60,42,C7P 7446
70,51,I1M 6308
100,83,Q1O 7517
110,102,A2O 3283
130,128,P1G 9643
40,29,O2G 0675
50,39,T4P 0092
80,65,S3R 4872
80,79,U5T 9243
140,135,G4G 1960
120,101,D7N 5887
50,33,D0W 1811
70,58,H9J 2223
40,28,A9A 2793
90,73,J5J 5333
50,39,E7I 6918
130,129,S0L 2044
80,80,Z4W 7840
120,119,F9J 9095
70,52,B9Q 7313
40,20,V3J 2922
40,31,B2W 2168
60,55,V7G 7865
50,46,U4H 9550
70,51,R4S 3087
90,90,L7U 4014
60,48,Z0H 7118
50,31,B0J 5159
60,46,Q4Z 5855
60,48,H1F 6700
40,20,J0G 1024
50,47,N7W 8257
60,55,P7X 0720
90,75,D7K 7878
80,75,Y4E 3685
50,49,T7Y 6889
110,95,O7B 0885
50,47,T5Y 1623
50,48,H5W 3753
140,121,E8Y 8823
140,132,J1T 6678
50,46,C8K 7906
110,99,O5F 4905
100,96,Q2R 2850
40,37,N4R 3594
130,124,M1R 6240
150,144,Z9K 5182
80,78,F6I 3158
50,36,Z6O 1574
70,58,J0E 5103
70,60,X7V 0476
110,109,W2S 4902
100,92,S6B 1268
40,24,J7J 3104
40,25,S0E 0911
130,123,H5E 6763
120,112,S1M 3367
40,36,E7K 9226
110,102,W4Q 2076
60,55,B8M 3135
80,74,B7X 7002
90,81,R7Q 9910
100,100,I4I 2977
90,76,R9E 7968
140,122,S0J 5819
100,84,Y6B 2371
60,51,D5W 0317
50,50,J0U 4370
60,53,G0R 9480
50,35,N0O 0042
110,90,I7C 3282
90,86,Y5P 6682
150,144,R8J 4704
90,70,C5U 2108
120,109,K8X 7578
120,114,G4Z 5774
150,142,Q9F 6223
40,21,C2H 1853
110,95,E1I 4330
80,66,L6Z 6283
120,111,H1Z 3894
90,88,T8S 0708
110,98,K0Z 2624
40,32,K9U 9612
120,117,V0H 5828
130,111,L8H 1485
120,113,D3W 6251
110,106,P3G 8984
110,107,B6Q 4361
40,34,A2S 1180
130,127,H4C 1343
100,82,S4X 1397
70,60,B7T 8904
130,122,S4M 9320
60,43,B8Y 9358
60,60,T7O 4631
150,150,M9V 4634
70,53,L5W 7440
110,103,S5I 8820
150,144,Y4Y 1722
100,90,D4J 0721
100,86,K9T 0891
130,117,D8E 7081
130,127,O5Z 1884
110,108,Y8V 1950
80,74,V3N 1644
90,90,E0V 9267
40,33,I7S 4966
90,73,W7R 0769
140,128,N7M 5049
70,70,D8Q 6792
80,65,D8B 4847
100,82,T9W 5375
50,37,Z3V 2965
150,144,L8Y 3148
70,51,U4S 4538
60,47,V1C 6616
110,98,B7A 6288
150,144,L1T 6436
120,117,G0A 4473
150,131,G6B 8380
60,46,S3Q 3831
90,83,C4E 7025
70,51,N8C 6069
90,85,K6C 6004
40,25,M8R 0466
120,105,H9U 3855
120,109,Z3O 5341
60,42,C4C 3061
70,64,B1G 7153
130,129,H3J 9071
40,27,X3K 2147
110,110,E7S 6095
60,53,J8K 7748
50,47,D9U 0920
70,69,V1L 5897
110,97,F8K 1389
40,31,L7X 0470
130,111,P9K 3326
130,111,B1R 0861
40,26,O6H 3764
90,84,Z6C 2858
100,92,Q4E 6227
120,106,V2I 1727
40,40,W8B 8197
150,139,P0P 9991
120,119,N9H 8147
130,129,Z6N 3430
60,51,Y8P 9109
140,137,H2L 5059
70,55,O2X 2966
90,81,P9H 6582
50,32,L6E 5216
80,78,A3L 6211
150,150,O6O 4731
90,88,Y3N 1141
130,122,A5T 8711
90,81,Q6K 8095
90,72,Y9C 9254
90,84,B2Y 4511
140,129,V3T 9227
150,135,P6S 7289
110,91,P9E 7391
100,96,H8G 9779
90,87,D5O 1080
40,24,C8Y 4579
110,101,G9J 5199
120,108,I5C 8388
40,21,S1M 6809
140,131,R6H 7394
110,104,F0V 3696
60,41,Y7E 6563
60,45,K0D 1426
120,109,W8H 7515
110,98,J4F 8661
100,83,G7I 1226
150,137,Q8J 3063
40,35,D5T 5104
150,141,O8D 2092
90,82,K7Y 3444
130,122,J3E 0634
140,123,S5K 2364
100,100,L7Z 7166
80,71,P3V 8140
150,133,U6W 5551
50,50,X6I 5208
90,84,J2P 5619
60,40,T8R 5704
80,65,B4K 9417
80,70,M8E 9364
130,115,M4N 4127
130,113,Z6L 8979
60,54,G6P 0251
60,43,O2X 9524
140,138,U4Z 7842
100,100,H7V 1676
80,61,R6L 3412
50,43,E3K 6642
50,47,A9X 0943
110,98,M7N 9243
50,50,O5M 7189
120,118,T9K 1486
80,62,J2T 2273
80,76,E3A 6026
110,107,T2A 2251
90,81,Y9V 5799
80,73,G1T 8443
100,98,I3T 4117
50,50,U9S 3745
50,46,V3H 0177
80,76,J8A 4116
50,43,Y8Q 8929
120,108,S0V 1959
60,60,B4V 5328
60,55,J2W 2400
150,147,Y4C 0025
60,57,I5Q 6050
50,36,T6M 8649
50,47,E9N 5091
